Category,Prompt,Recommendation
Nature,Nature scene showing 2 rivers,"Background color: midnight black; Number of objects: 2; Object colors: white, black"
Nature,Nature scene showing 4 beachs,"Background color: forest green; Number of objects: 4; Object colors: white, pink"
Nature,Nature scene showing 2 valleys,"Background color: light yellow; Number of objects: 2; Object colors: yellow, gray"
Nature,Nature scene showing 4 mountains,"Background color: navy blue; Number of objects: 4; Object colors: gray, pink"
Nature,Nature scene showing 2 flowers,"Background color: forest green; Number of objects: 2; Object colors: white, red"
Nature,Nature scene showing 1 valley,"Background color: sunset orange; Number of objects: 1; Object colors: blue, white"
Nature,Nature scene showing 1 desert,"Background color: cloudy gray; Number of objects: 1; Object colors: pink, black"
Nature,Nature scene showing 3 flowers,"Background color: light yellow; Number of objects: 3; Object colors: orange, purple"
Nature,Nature scene showing 2 mountains,"Background color: navy blue; Number of objects: 2; Object colors: red, blue"
Nature,Nature scene showing 1 mountain,"Background color: sky blue; Number of objects: 1; Object colors: white, white"
Nature,Nature scene showing 4 flowers,"Background color: midnight black; Number of objects: 4; Object colors: blue, white"
Nature,Nature scene showing 5 trees,"Background color: sunset orange; Number of objects: 5; Object colors: white, blue"
Nature,Nature scene showing 5 valleys,"Background color: light yellow; Number of objects: 5; Object colors: purple, gray"
Nature,Nature scene showing 4 beachs,"Background color: midnight black; Number of objects: 4; Object colors: yellow, pink"
Nature,Nature scene showing 3 rivers,"Background color: beige; Number of objects: 3; Object colors: yellow, blue"
Nature,Nature scene showing 5 mountains,"Background color: navy blue; Number of objects: 5; Object colors: black, red"
Nature,Nature scene showing 4 flowers,"Background color: sky blue; Number of objects: 4; Object colors: gray, white"
Nature,Nature scene showing 4 valleys,"Background color: light yellow; Number of objects: 4; Object colors: purple, pink"
Nature,Nature scene showing 5 valleys,"Background color: beige; Number of objects: 5; Object colors: blue, white"
Nature,Nature scene showing 2 mountains,"Background color: forest green; Number of objects: 2; Object colors: gray, white"
Nature,Nature scene showing 3 trees,"Background color: light yellow; Number of objects: 3; Object colors: yellow, yellow"
Nature,Nature scene showing 3 valleys,"Background color: navy blue; Number of objects: 3; Object colors: purple, orange"
Nature,Nature scene showing 5 deserts,"Background color: light yellow; Number of objects: 5; Object colors: brown, black"
Nature,Nature scene showing 3 deserts,"Background color: light yellow; Number of objects: 3; Object colors: brown, pink"
Nature,Nature scene showing 3 trees,"Background color: beige; Number of objects: 3; Object colors: red, brown"
Nature,Nature scene showing 2 trees,"Background color: forest green; Number of objects: 2; Object colors: blue, green"
Nature,Nature scene showing 1 desert,"Background color: sunset orange; Number of objects: 1; Object colors: white, purple"
Nature,Nature scene showing 2 valleys,"Background color: sky blue; Number of objects: 2; Object colors: gray, brown"
Nature,Nature scene showing 1 tree,"Background color: midnight black; Number of objects: 1; Object colors: white, yellow"
Nature,Nature scene showing 3 deserts,"Background color: navy blue; Number of objects: 3; Object colors: gray, white"
Nature,Nature scene showing 5 deserts,"Background color: forest green; Number of objects: 5; Object colors: pink, pink"
Nature,Nature scene showing 2 rivers,"Background color: sky blue; Number of objects: 2; Object colors: orange, red"
Nature,Nature scene showing 5 beachs,"Background color: beige; Number of objects: 5; Object colors: yellow, purple"
Nature,Nature scene showing 1 river,"Background color: cloudy gray; Number of objects: 1; Object colors: green, red"
Nature,Nature scene showing 5 valleys,"Background color: forest green; Number of objects: 5; Object colors: purple, blue"
Nature,Nature scene showing 3 valleys,"Background color: midnight black; Number of objects: 3; Object colors: pink, blue"
Nature,Nature scene showing 5 flowers,"Background color: midnight black; Number of objects: 5; Object colors: white, black"
Nature,Nature scene showing 5 beachs,"Background color: forest green; Number of objects: 5; Object colors: orange, white"
Nature,Nature scene showing 2 flowers,"Background color: midnight black; Number of objects: 2; Object colors: brown, yellow"
Nature,Nature scene showing 5 mountains,"Background color: cloudy gray; Number of objects: 5; Object colors: green, white"
Nature,Nature scene showing 1 valley,"Background color: light yellow; Number of objects: 1; Object colors: green, black"
Nature,Nature scene showing 3 deserts,"Background color: cloudy gray; Number of objects: 3; Object colors: purple, green"
Nature,Nature scene showing 1 tree,"Background color: sunset orange; Number of objects: 1; Object colors: yellow, black"
Nature,Nature scene showing 3 trees,"Background color: light yellow; Number of objects: 3; Object colors: brown, white"
Nature,Nature scene showing 3 trees,"Background color: navy blue; Number of objects: 3; Object colors: orange, blue"
Nature,Nature scene showing 1 desert,"Background color: sky blue; Number of objects: 1; Object colors: orange, black"
Nature,Nature scene showing 3 beachs,"Background color: sunset orange; Number of objects: 3; Object colors: black, white"
Nature,Nature scene showing 5 rivers,"Background color: midnight black; Number of objects: 5; Object colors: brown, blue"
Nature,Nature scene showing 1 tree,"Background color: cloudy gray; Number of objects: 1; Object colors: pink, blue"
Nature,Nature scene showing 3 beachs,"Background color: sunset orange; Number of objects: 3; Object colors: pink, black"
Nature,Nature scene showing 4 mountains,"Background color: sky blue; Number of objects: 4; Object colors: pink, yellow"
Nature,Nature scene showing 1 tree,"Background color: forest green; Number of objects: 1; Object colors: red, black"
Nature,Nature scene showing 5 rivers,"Background color: beige; Number of objects: 5; Object colors: purple, yellow"
Nature,Nature scene showing 3 trees,"Background color: beige; Number of objects: 3; Object colors: gray, yellow"
Nature,Nature scene showing 3 trees,"Background color: navy blue; Number of objects: 3; Object colors: orange, orange"
Nature,Nature scene showing 4 flowers,"Background color: forest green; Number of objects: 4; Object colors: brown, pink"
Nature,Nature scene showing 5 mountains,"Background color: forest green; Number of objects: 5; Object colors: blue, black"
Nature,Nature scene showing 4 mountains,"Background color: light yellow; Number of objects: 4; Object colors: blue, black"
Nature,Nature scene showing 3 mountains,"Background color: navy blue; Number of objects: 3; Object colors: pink, orange"
Nature,Nature scene showing 2 beachs,"Background color: cloudy gray; Number of objects: 2; Object colors: blue, blue"
Nature,Nature scene showing 2 mountains,"Background color: midnight black; Number of objects: 2; Object colors: purple, red"
Nature,Nature scene showing 3 beachs,"Background color: navy blue; Number of objects: 3; Object colors: brown, black"
Nature,Nature scene showing 3 trees,"Background color: sunset orange; Number of objects: 3; Object colors: yellow, purple"
Nature,Nature scene showing 5 valleys,"Background color: beige; Number of objects: 5; Object colors: white, black"
Nature,Nature scene showing 4 rivers,"Background color: sky blue; Number of objects: 4; Object colors: red, black"
Nature,Nature scene showing 4 beachs,"Background color: navy blue; Number of objects: 4; Object colors: red, pink"
Nature,Nature scene showing 1 desert,"Background color: sunset orange; Number of objects: 1; Object colors: gray, black"
Nature,Nature scene showing 2 trees,"Background color: sky blue; Number of objects: 2; Object colors: blue, brown"
Nature,Nature scene showing 4 rivers,"Background color: cloudy gray; Number of objects: 4; Object colors: white, black"
Nature,Nature scene showing 5 rivers,"Background color: sky blue; Number of objects: 5; Object colors: black, pink"
Nature,Nature scene showing 5 beachs,"Background color: sunset orange; Number of objects: 5; Object colors: gray, brown"
Nature,Nature scene showing 1 mountain,"Background color: cloudy gray; Number of objects: 1; Object colors: pink, pink"
Nature,Nature scene showing 3 trees,"Background color: sky blue; Number of objects: 3; Object colors: purple, red"
Nature,Nature scene showing 2 deserts,"Background color: midnight black; Number of objects: 2; Object colors: white, gray"
Nature,Nature scene showing 4 flowers,"Background color: light yellow; Number of objects: 4; Object colors: blue, brown"
Nature,Nature scene showing 5 flowers,"Background color: navy blue; Number of objects: 5; Object colors: black, yellow"
Nature,Nature scene showing 2 deserts,"Background color: cloudy gray; Number of objects: 2; Object colors: gray, white"
Nature,Nature scene showing 2 deserts,"Background color: forest green; Number of objects: 2; Object colors: orange, gray"
Nature,Nature scene showing 5 trees,"Background color: midnight black; Number of objects: 5; Object colors: white, gray"
Nature,Nature scene showing 3 rivers,"Background color: sky blue; Number of objects: 3; Object colors: white, blue"
Nature,Nature scene showing 2 mountains,"Background color: sunset orange; Number of objects: 2; Object colors: black, black"
Nature,Nature scene showing 5 deserts,"Background color: light yellow; Number of objects: 5; Object colors: red, orange"
Nature,Nature scene showing 1 beach,"Background color: beige; Number of objects: 1; Object colors: orange, black"
Nature,Nature scene showing 4 valleys,"Background color: beige; Number of objects: 4; Object colors: orange, yellow"
Nature,Nature scene showing 4 rivers,"Background color: forest green; Number of objects: 4; Object colors: yellow, black"
Nature,Nature scene showing 5 deserts,"Background color: cloudy gray; Number of objects: 5; Object colors: red, red"
Nature,Nature scene showing 5 deserts,"Background color: sky blue; Number of objects: 5; Object colors: black, white"
